Order_ID,Order_Date,Region,Segment,Category,Sub_Category,Sales,Quantity,Discount,Profit,Shipping_Cost,Customer_Rating
ORD-2024264,2023-09-22,East,Corporate,Technology,Accessories,639.99,2,0.5,-115.5,46.98,5
ORD-2024265,2023-09-23,South,Corporate,Office Supplies,Binders,140.65,1,0.1,31.72,20.83,3
ORD-2024266,2023-09-24,West,Consumer,Furniture,Bookcases,212.85,5,0.15,130.08,14.33,3
ORD-2024267,2023-09-25,North,Consumer,Technology,Smartphones,694.21,3,0.15,248.35,42.63,4
ORD-2024268,2023-09-26,South,Consumer,Technology,Smartphones,156.93,6,0.0,210.55,13.43,2
ORD-2024269,2023-09-27,North,Consumer,Technology,Accessories,749.11,8,0.1,1691.85,43.94,4
ORD-2024270,2023-09-28,West,Corporate,Technology,Tablets,106.75,1,0.0,21.26,7.54,4
ORD-2024271,2023-09-29,South,Corporate,Office Supplies,Storage,266.19,3,0.0,225.98,23.01,1
ORD-2024272,2023-09-30,South,Corporate,Office Supplies,Appliances,881.55,2,0.0,471.48,55.44,4
ORD-2024273,2023-10-01,South,Consumer,Office Supplies,Appliances,278.54,9,0.3,320.97,23.28,5
ORD-2024274,2023-10-02,South,Consumer,Furniture,Furnishings,158.31,9,0.0,475.44,20.51,3
ORD-2024275,2023-10-03,South,Consumer,Office Supplies,Appliances,4030.63,8,0.3,6890.77,207.6,1
ORD-2024276,2023-10-04,North,Corporate,Technology,Laptops,813.91,6,0.2,854.51,46.51,5
ORD-2024277,2023-10-05,East,Consumer,Office Supplies,Binders,58.48,1,0.2,-1.34,10.93,5
ORD-2024278,2023-10-06,West,Consumer,Technology,Tablets,155.45,8,0.0,256.02,16.43,5
ORD-2024279,2023-10-07,East,Consumer,Technology,Tablets,594.71,5,0.1,372.99,42.56,2
ORD-2024280,2023-10-08,East,Consumer,Office Supplies,Appliances,95.81,7,0.15,94.85,16.57,3
ORD-2024281,2023-10-09,West,Home Office,Technology,Tablets,228.23,7,0.2,383.12,21.07,5
ORD-2024282,2023-10-10,East,Corporate,Furniture,Tables,131.47,9,0.15,227.96,11.86,3
ORD-2024283,2023-10-11,South,Consumer,Technology,Accessories,705.73,9,0.0,1315.2,43.77,1
ORD-2024284,2023-10-12,West,Corporate,Technology,Smartphones,602.72,3,0.5,-22.41,42.58,4
ORD-2024285,2023-10-13,South,Corporate,Technology,Smartphones,753.38,4,0.15,382.49,49.34,5
ORD-2024286,2023-10-14,West,Corporate,Technology,Tablets,136.63,4,0.1,102.15,9.1,4
ORD-2024287,2023-10-15,East,Corporate,Furniture,Bookcases,1972.73,8,0.0,5121.5,112.19,3
ORD-2024288,2023-10-16,North,Consumer,Technology,Smartphones,1573.06,2,0.2,362.42,85.28,4
ORD-2024289,2023-10-17,South,Consumer,Office Supplies,Paper,257.47,6,0.2,363.74,18.34,4
ORD-2024290,2023-10-18,East,Home Office,Technology,Tablets,229.23,9,0.0,396.41,25.95,4
ORD-2024291,2023-10-19,North,Home Office,Furniture,Chairs,954.1,1,0.3,-126.59,50.99,2
ORD-2024292,2023-10-20,West,Consumer,Office Supplies,Appliances,787.77,8,0.15,1611.14,49.51,2
ORD-2024293,2023-10-21,West,Corporate,Office Supplies,Binders,1951.35,8,0.1,3276.8,106.09,3
ORD-2024294,2023-10-22,East,Home Office,Office Supplies,Binders,1020.22,8,0.0,1880.99,55.26,3
ORD-2024295,2023-10-23,West,Home Office,Technology,Accessories,114.22,6,0.0,103.07,19.06,4
ORD-2024296,2023-10-24,East,Consumer,Technology,Smartphones,730.76,5,0.0,909.11,38.62,4
ORD-2024297,2023-10-25,East,Consumer,Office Supplies,Storage,40.45,7,0.0,95.36,4.9,4
ORD-2024298,2023-10-26,North,Consumer,Technology,Accessories,375.4,4,0.0,407.13,29.84,3
ORD-2024299,2023-10-27,North,Home Office,Technology,Accessories,994.86,2,0.15,379.87,61.75,4
ORD-2024300,2023-10-28,East,Consumer,Furniture,Bookcases,4435.72,8,0.2,8063.98,227.7,3
ORD-2024301,2023-10-29,South,Consumer,Technology,Accessories,786.55,4,0.3,506.62,45.92,4
ORD-2024302,2023-10-30,East,Home Office,Technology,Smartphones,157.73,5,0.15,91.58,21.92,4
ORD-2024303,2023-10-31,North,Consumer,Furniture,Tables,892.3,1,0.1,63.17,55.16,2
ORD-2024304,2023-11-01,North,Corporate,Technology,Tablets,417.34,2,0.5,-55.79,29.27,4
ORD-2024305,2023-11-02,East,Consumer,Furniture,Furnishings,575.67,3,0.1,377.84,38.12,2
ORD-2024306,2023-11-03,South,Corporate,Office Supplies,Storage,211.48,2,0.5,-20.05,14.77,4
ORD-2024307,2023-11-04,North,Consumer,Furniture,Furnishings,53.68,8,0.0,64.92,7.08,3
ORD-2024308,2023-11-05,South,Consumer,Furniture,Chairs,155.02,6,0.0,294.06,12.75,5
ORD-2024309,2023-11-06,South,Corporate,Technology,Tablets,213.59,4,0.0,221.52,25.03,5
ORD-2024310,2023-11-07,East,Consumer,Furniture,Bookcases,608.17,2,0.3,19.54,40.69,3
ORD-2024311,2023-11-08,North,Corporate,Furniture,Bookcases,229.21,3,0.1,140.48,16.35,2
ORD-2024312,2023-11-09,East,Corporate,Office Supplies,Appliances,258.53,6,0.0,337.96,22.22,3
ORD-2024313,2023-11-10,East,Consumer,Technology,Accessories,1034.39,6,0.15,1231.62,59.89,1
ORD-2024314,2023-11-11,South,Consumer,Technology,Accessories,705.49,9,0.0,2130.79,41.73,3
ORD-2024315,2023-11-12,East,Corporate,Technology,Laptops,481.96,5,0.15,639.35,34.64,3
ORD-2024316,2023-11-13,South,Home Office,Furniture,Bookcases,401.02,5,0.1,369.39,28.22,4
ORD-2024317,2023-11-14,North,Corporate,Furniture,Tables,487.79,7,0.1,429.99,38.88,3
ORD-2024318,2023-11-15,North,Corporate,Office Supplies,Storage,303.15,5,0.0,432.07,20.43,2
ORD-2024319,2023-11-16,West,Corporate,Office Supplies,Storage,341.27,4,0.0,322.19,29.0,2
ORD-2024320,2023-11-17,South,Consumer,Technology,Tablets,275.41,2,0.0,121.76,22.64,3
ORD-2024321,2023-11-18,South,Home Office,Technology,Laptops,128.69,8,0.15,139.92,9.43,4
ORD-2024322,2023-11-19,South,Home Office,Office Supplies,Storage,48.58,8,0.0,95.63,12.21,5
ORD-2024323,2023-11-20,East,Consumer,Furniture,Bookcases,1203.32,2,0.0,674.15,67.69,3
ORD-2024324,2023-11-21,North,Corporate,Office Supplies,Appliances,215.86,7,0.3,242.55,25.51,1
ORD-2024325,2023-11-22,East,Consumer,Furniture,Tables,3314.33,5,0.15,1778.11,174.32,5
ORD-2024326,2023-11-23,South,Consumer,Furniture,Furnishings,268.79,8,0.3,411.79,27.06,3
ORD-2024327,2023-11-24,West,Consumer,Office Supplies,Storage,110.68,9,0.15,246.06,9.58,4
ORD-2024328,2023-11-25,South,Home Office,Furniture,Chairs,495.93,7,0.3,593.07,28.37,5
ORD-2024329,2023-11-26,West,Consumer,Technology,Accessories,1499.56,9,0.15,2075.88,88.35,3
ORD-2024330,2023-11-27,North,Home Office,Technology,Accessories,871.62,3,0.2,414.63,55.4,1
ORD-2024331,2023-11-28,South,Consumer,Office Supplies,Binders,688.84,4,0.3,247.02,47.85,3
ORD-2024332,2023-11-29,East,Consumer,Technology,Accessories,1249.27,3,0.2,735.12,64.51,4
ORD-2024333,2023-11-30,South,Home Office,Technology,Accessories,42.58,3,0.0,23.04,7.79,4
ORD-2024334,2023-12-01,East,Corporate,Furniture,Furnishings,183.64,1,0.0,48.9,20.74,3
ORD-2024335,2023-12-02,East,Consumer,Furniture,Tables,239.14,6,0.0,500.75,15.71,2
ORD-2024336,2023-12-03,West,Corporate,Office Supplies,Appliances,731.25,2,0.0,367.5,46.73,4
ORD-2024337,2023-12-04,West,Consumer,Office Supplies,Paper,233.9,5,0.15,175.38,25.47,4
ORD-2024338,2023-12-05,South,Consumer,Furniture,Chairs,538.92,8,0.15,1175.41,39.62,5
ORD-2024339,2023-12-06,North,Consumer,Technology,Smartphones,543.67,5,0.1,607.8,39.62,5
ORD-2024340,2023-12-07,West,Consumer,Office Supplies,Binders,68.96,8,0.5,54.84,6.23,3
ORD-2024341,2023-12-08,West,Corporate,Technology,Smartphones,307.33,5,0.2,372.13,18.17,3
ORD-2024342,2023-12-09,South,Consumer,Furniture,Bookcases,222.93,4,0.15,157.51,23.21,3
ORD-2024343,2023-12-10,West,Consumer,Office Supplies,Paper,643.54,3,0.0,512.05,42.3,1
ORD-2024344,2023-12-11,West,Consumer,Office Supplies,Appliances,370.92,1,0.3,-1.09,21.65,5
ORD-2024345,2023-12-12,West,Corporate,Furniture,Bookcases,44.53,2,0.0,28.97,6.43,5
ORD-2024346,2023-12-13,North,Corporate,Office Supplies,Paper,309.17,5,0.0,515.77,18.53,5
ORD-2024347,2023-12-14,South,Consumer,Furniture,Tables,454.45,1,0.1,63.31,26.14,4
ORD-2024348,2023-12-15,North,Corporate,Furniture,Bookcases,69.96,1,0.5,-19.82,8.66,4
ORD-2024349,2023-12-16,North,Home Office,Furniture,Chairs,382.09,7,0.2,569.13,33.05,2
ORD-2024350,2023-12-17,South,Corporate,Technology,Accessories,1402.64,3,0.3,548.59,81.18,4
ORD-2024351,2023-12-18,North,Corporate,Furniture,Tables,378.77,3,0.1,207.25,21.82,5
ORD-2024352,2023-12-19,South,Consumer,Furniture,Furnishings,324.13,1,0.15,48.6,18.58,4
ORD-2024353,2023-12-20,West,Corporate,Furniture,Tables,316.71,4,0.15,179.95,23.49,4
ORD-2024354,2023-12-21,West,Home Office,Technology,Accessories,412.09,5,0.15,388.9,27.82,2
ORD-2024355,2023-12-22,South,Consumer,Office Supplies,Binders,130.49,9,0.15,269.03,12.77,4
ORD-2024356,2023-12-23,South,Consumer,Technology,Tablets,159.11,7,0.1,323.41,14.57,3
ORD-2024357,2023-12-24,West,Consumer,Technology,Accessories,320.39,3,0.3,102.88,30.93,4
ORD-2024358,2023-12-25,South,Corporate,Furniture,Chairs,73.68,6,0.5,38.09,14.86,3
ORD-2024359,2023-12-26,West,Consumer,Furniture,Furnishings,563.26,1,0.0,130.66,39.68,5
ORD-2024360,2023-12-27,East,Consumer,Office Supplies,Appliances,306.57,2,0.1,142.81,29.41,4
ORD-2024361,2023-12-28,West,Corporate,Technology,Tablets,172.46,3,0.1,146.76,11.36,2
ORD-2024362,2023-12-29,South,Corporate,Office Supplies,Storage,176.71,4,0.3,33.91,22.57,2
ORD-2024363,2023-12-30,West,Consumer,Technology,Tablets,28.92,4,0.2,22.69,11.78,4
ORD-2024364,2023-12-31,East,Consumer,Office Supplies,Storage,296.79,3,0.0,243.71,22.85,5
ORD-2024365,2024-01-01,West,Home Office,Office Supplies,Binders,948.36,5,0.15,957.69,58.72,4
ORD-2024366,2024-01-02,North,Consumer,Office Supplies,Appliances,97.02,5,0.2,77.09,13.39,4
ORD-2024367,2024-01-03,East,Consumer,Technology,Smartphones,348.99,2,0.15,57.22,28.47,4
ORD-2024368,2024-01-04,East,Home Office,Office Supplies,Binders,159.53,9,0.1,230.52,11.75,3
ORD-2024369,2024-01-05,West,Corporate,Furniture,Furnishings,751.96,2,0.0,481.71,39.99,5
ORD-2024370,2024-01-06,West,Consumer,Furniture,Furnishings,185.09,4,0.0,208.38,12.35,3
ORD-2024371,2024-01-07,South,Corporate,Technology,Laptops,76.5,1,0.1,4.37,13.55,4
ORD-2024372,2024-01-08,South,Home Office,Office Supplies,Paper,132.15,8,0.0,199.34,21.44,2
ORD-2024373,2024-01-09,East,Home Office,Technology,Accessories,355.54,4,0.0,312.84,25.34,3
ORD-2024374,2024-01-10,East,Consumer,Office Supplies,Binders,140.65,2,0.1,63.53,18.5,4
ORD-2024375,2024-01-11,North,Corporate,Technology,Accessories,3362.84,7,0.2,4049.89,180.88,1
ORD-2024376,2024-01-12,West,Corporate,Furniture,Bookcases,739.29,5,0.1,577.85,51.19,3
ORD-2024377,2024-01-13,East,Consumer,Furniture,Tables,62.11,7,0.15,55.51,7.65,2
ORD-2024378,2024-01-14,South,Corporate,Office Supplies,Appliances,312.07,7,0.15,305.17,19.8,4
ORD-2024379,2024-01-15,North,Consumer,Technology,Smartphones,407.45,4,0.1,257.26,30.71,4
ORD-2024380,2024-01-16,North,Corporate,Office Supplies,Appliances,62.28,5,0.0,106.31,9.81,3
ORD-2024381,2024-01-17,South,Consumer,Technology,Tablets,52.85,6,0.15,74.66,16.65,5
ORD-2024382,2024-01-18,West,Home Office,Office Supplies,Binders,767.26,7,0.15,939.22,50.02,4
ORD-2024383,2024-01-19,South,Consumer,Office Supplies,Binders,390.56,9,0.15,599.63,27.2,4
ORD-2024384,2024-01-20,West,Consumer,Office Supplies,Appliances,580.28,7,0.1,659.76,34.5,4
ORD-2024385,2024-01-21,South,Home Office,Technology,Smartphones,87.29,8,0.0,137.43,10.85,3
ORD-2024386,2024-01-22,South,Corporate,Technology,Tablets,44.26,3,0.2,28.06,15.66,3
ORD-2024387,2024-01-23,South,Consumer,Furniture,Chairs,170.2,1,0.0,25.98,17.36,3
ORD-2024388,2024-01-24,North,Consumer,Technology,Tablets,138.77,3,0.15,90.45,11.14,4
ORD-2024389,2024-01-25,North,Consumer,Office Supplies,Binders,1013.32,8,0.1,2156.57,65.54,4
ORD-2024390,2024-01-26,North,Home Office,Technology,Laptops,315.18,1,0.15,31.34,24.49,3
ORD-2024391,2024-01-27,East,Corporate,Furniture,Bookcases,584.32,6,0.0,666.39,32.3,2
ORD-2024392,2024-01-28,West,Consumer,Furniture,Chairs,210.77,2,0.3,48.74,22.94,3
ORD-2024393,2024-01-29,North,Corporate,Technology,Tablets,21.6,2,0.0,7.12,11.94,2
ORD-2024394,2024-01-30,South,Corporate,Furniture,Bookcases,25.36,2,0.3,6.02,11.14,4
ORD-2024395,2024-01-31,South,Consumer,Office Supplies,Appliances,78.99,2,0.15,26.25,8.24,3
ORD-2024396,2024-02-01,West,Corporate,Office Supplies,Binders,793.71,9,0.3,997.99,42.48,5
ORD-2024397,2024-02-02,South,Corporate,Furniture,Chairs,57.49,6,0.0,104.93,13.23,4
ORD-2024398,2024-02-03,West,Corporate,Furniture,Bookcases,139.11,8,0.3,94.67,14.54,4
ORD-2024399,2024-02-04,South,Consumer,Furniture,Tables,965.86,9,0.15,1869.24,51.73,5
ORD-2024400,2024-02-05,East,Corporate,Technology,Smartphones,860.23,2,0.3,70.24,53.47,4
ORD-2024401,2024-02-06,South,Home Office,Technology,Tablets,322.29,2,0.2,65.42,28.31,4
ORD-2024402,2024-02-07,South,Consumer,Technology,Accessories,210.73,2,0.3,14.84,20.4,5
ORD-2024403,2024-02-08,North,Corporate,Furniture,Chairs,184.35,8,0.0,470.5,21.94,3
ORD-2024404,2024-02-09,South,Consumer,Furniture,Tables,740.02,1,0.0,188.97,44.85,4
ORD-2024405,2024-02-10,West,Corporate,Technology,Tablets,845.12,2,0.0,274.21,52.56,3
ORD-2024406,2024-02-11,South,Corporate,Furniture,Bookcases,151.55,6,0.0,265.63,14.61,3
ORD-2024407,2024-02-12,East,Corporate,Furniture,Chairs,263.87,8,0.1,611.19,24.83,5
ORD-2024408,2024-02-13,East,Corporate,Technology,Accessories,1172.85,2,0.2,252.23,72.27,5
ORD-2024409,2024-02-14,South,Home Office,Furniture,Chairs,532.71,5,0.0,750.56,38.04,5
ORD-2024410,2024-02-15,West,Corporate,Office Supplies,Storage,420.55,9,0.1,1102.86,23.08,4
ORD-2024411,2024-02-16,West,Consumer,Office Supplies,Storage,106.24,4,0.0,109.17,17.48,4
ORD-2024412,2024-02-17,North,Home Office,Technology,Tablets,118.55,2,0.2,21.5,11.43,5
ORD-2024413,2024-02-18,North,Corporate,Technology,Smartphones,334.62,8,0.0,837.45,26.16,4
ORD-2024414,2024-02-19,East,Home Office,Furniture,Tables,466.58,9,0.1,597.38,32.09,3
ORD-2024415,2024-02-20,East,Consumer,Furniture,Bookcases,340.69,8,0.1,568.69,29.72,5
ORD-2024416,2024-02-21,North,Corporate,Technology,Smartphones,271.63,1,0.2,17.33,21.81,5
ORD-2024417,2024-02-22,South,Home Office,Office Supplies,Appliances,392.14,3,0.3,47.3,32.31,4
ORD-2024418,2024-02-23,North,Consumer,Office Supplies,Paper,167.48,7,0.0,202.77,14.12,4
ORD-2024419,2024-02-24,West,Home Office,Technology,Laptops,1166.74,8,0.3,1297.42,69.44,2
ORD-2024420,2024-02-25,South,Consumer,Technology,Smartphones,312.99,3,0.0,176.5,25.3,4
ORD-2024421,2024-02-26,West,Corporate,Technology,Laptops,459.91,1,0.0,115.99,33.95,2
ORD-2024422,2024-02-27,South,Corporate,Furniture,Tables,470.86,2,0.2,91.33,33.91,3
ORD-2024423,2024-02-28,West,Corporate,Office Supplies,Binders,121.2,2,0.0,73.51,10.45,5
ORD-2024424,2024-02-29,North,Consumer,Technology,Smartphones,566.82,9,0.15,650.04,39.23,4
ORD-2024425,2024-03-01,South,Corporate,Technology,Accessories,444.97,4,0.0,505.95,32.34,4
ORD-2024426,2024-03-02,West,Home Office,Furniture,Bookcases,242.57,2,0.0,129.04,21.97,4
ORD-2024427,2024-03-03,West,Consumer,Furniture,Chairs,85.09,9,0.0,226.53,18.61,4
ORD-2024428,2024-03-04,South,Consumer,Office Supplies,Binders,239.31,4,0.0,189.62,24.35,5
ORD-2024429,2024-03-05,West,Consumer,Technology,Tablets,315.65,9,0.15,726.69,22.64,5
ORD-2024430,2024-03-06,North,Consumer,Technology,Accessories,668.13,2,0.1,341.88,43.12,5
ORD-2024431,2024-03-07,North,Home Office,Technology,Accessories,315.22,1,0.0,48.11,22.23,4
ORD-2024432,2024-03-08,West,Home Office,Furniture,Furnishings,707.46,3,0.1,499.76,44.25,5
ORD-2024433,2024-03-09,West,Home Office,Office Supplies,Appliances,212.2,1,0.0,43.46,13.49,4
ORD-2024434,2024-03-10,West,Consumer,Office Supplies,Storage,80.99,5,0.15,67.12,13.82,3
ORD-2024435,2024-03-11,North,Corporate,Office Supplies,Storage,524.67,4,0.1,496.32,28.99,3
ORD-2024436,2024-03-12,South,Consumer,Technology,Laptops,345.92,3,0.0,162.31,27.55,4
ORD-2024437,2024-03-13,North,Consumer,Furniture,Chairs,53.05,6,0.2,66.88,12.93,4
ORD-2024438,2024-03-14,North,Consumer,Office Supplies,Binders,206.84,9,0.0,425.2,20.31,4
ORD-2024439,2024-03-15,South,Consumer,Office Supplies,Storage,186.91,3,0.15,63.56,22.13,4
ORD-2024440,2024-03-16,North,Corporate,Technology,Smartphones,82.42,9,0.0,237.69,10.8,4
ORD-2024441,2024-03-17,South,Consumer,Furniture,Furnishings,303.04,1,0.1,70.87,19.44,2
ORD-2024442,2024-03-18,East,Consumer,Office Supplies,Appliances,84.1,4,0.0,85.37,17.45,4
ORD-2024443,2024-03-19,East,Consumer,Technology,Laptops,217.57,5,0.0,249.75,14.84,4
ORD-2024444,2024-03-20,East,Corporate,Furniture,Bookcases,398.63,2,0.0,162.07,26.94,3
ORD-2024445,2024-03-21,West,Home Office,Technology,Accessories,469.96,7,0.15,738.8,25.69,1
ORD-2024446,2024-03-22,North,Corporate,Technology,Laptops,422.18,1,0.0,75.68,28.6,5
ORD-2024447,2024-03-23,West,Home Office,Office Supplies,Paper,969.96,4,0.1,1140.87,61.73,3
ORD-2024448,2024-03-24,East,Home Office,Technology,Tablets,97.3,7,0.1,156.82,8.58,2
ORD-2024449,2024-03-25,South,Consumer,Office Supplies,Storage,176.69,2,0.1,88.25,21.66,4
ORD-2024450,2024-03-26,South,Home Office,Furniture,Tables,358.63,8,0.0,665.21,24.64,5
ORD-2024451,2024-03-27,East,Corporate,Furniture,Bookcases,1122.02,1,0.3,-27.79,68.07,5
ORD-2024452,2024-03-28,West,Consumer,Office Supplies,Binders,292.43,1,0.0,102.34,17.89,4
ORD-2024453,2024-03-29,East,Consumer,Technology,Laptops,378.04,3,0.2,207.65,22.88,5
ORD-2024454,2024-03-30,South,Home Office,Technology,Accessories,176.53,4,0.0,182.79,13.98,4
ORD-2024455,2024-03-31,East,Consumer,Technology,Accessories,22.88,1,0.0,7.98,11.67,3
ORD-2024456,2024-04-01,West,Consumer,Office Supplies,Paper,39.17,8,0.2,68.93,14.46,5
ORD-2024457,2024-04-02,East,Home Office,Office Supplies,Appliances,1024.4,5,0.0,1136.7,59.46,3
ORD-2024458,2024-04-03,South,Home Office,Office Supplies,Binders,1029.63,1,0.5,-296.85,57.07,2
ORD-2024459,2024-04-04,East,Home Office,Office Supplies,Binders,164.73,4,0.0,220.31,15.26,4
ORD-2024460,2024-04-05,East,Consumer,Office Supplies,Appliances,450.84,5,0.0,787.04,36.57,5
ORD-2024461,2024-04-06,West,Corporate,Technology,Tablets,389.59,3,0.0,271.05,29.84,5
ORD-2024462,2024-04-07,North,Consumer,Furniture,Chairs,328.51,7,0.0,749.15,25.97,4
ORD-2024463,2024-04-08,West,Consumer,Technology,Accessories,435.64,9,0.1,982.51,31.69,3
ORD-2024464,2024-04-09,South,Consumer,Furniture,Chairs,293.04,3,0.0,188.64,26.2,2
ORD-2024465,2024-04-10,West,Consumer,Furniture,Furnishings,49.49,1,0.0,16.47,8.4,4
ORD-2024466,2024-04-11,North,Consumer,Technology,Smartphones,214.7,6,0.1,387.42,19.1,4
ORD-2024467,2024-04-12,East,Corporate,Office Supplies,Paper,1164.62,4,0.3,666.06,63.54,1
ORD-2024468,2024-04-13,North,Consumer,Furniture,Furnishings,52.12,6,0.3,47.33,10.31,4
ORD-2024469,2024-04-14,North,Corporate,Technology,Accessories,21.61,9,0.0,65.0,5.86,3
ORD-2024470,2024-04-15,East,Home Office,Office Supplies,Storage,232.22,1,0.15,14.13,17.17,3
ORD-2024471,2024-04-16,North,Home Office,Technology,Tablets,263.48,8,0.0,631.37,20.97,4
ORD-2024472,2024-04-17,East,Consumer,Technology,Accessories,246.79,7,0.2,346.71,16.61,5
ORD-2024473,2024-04-18,North,Home Office,Office Supplies,Paper,496.03,2,0.0,170.64,31.81,4
ORD-2024474,2024-04-19,West,Consumer,Furniture,Bookcases,333.05,6,0.1,295.84,24.59,3
ORD-2024475,2024-04-20,North,Consumer,Furniture,Chairs,1815.7,4,0.0,1149.79,104.95,4
ORD-2024476,2024-04-21,West,Home Office,Technology,Tablets,402.27,9,0.0,1255.06,23.78,4
ORD-2024477,2024-04-22,East,Home Office,Furniture,Furnishings,286.67,7,0.0,676.23,26.11,4
ORD-2024478,2024-04-23,South,Consumer,Technology,Accessories,309.32,1,0.0,57.53,17.77,5
ORD-2024479,2024-04-24,West,Corporate,Technology,Accessories,251.84,3,0.1,115.99,19.48,4
ORD-2024480,2024-04-25,East,Consumer,Technology,Laptops,140.29,1,0.5,-33.05,10.83,3
ORD-2024481,2024-04-26,East,Corporate,Technology,Tablets,270.28,5,0.0,357.61,17.6,5
ORD-2024482,2024-04-27,East,Home Office,Technology,Accessories,319.14,2,0.0,128.77,23.1,4
ORD-2024483,2024-04-28,East,Consumer,Office Supplies,Paper,44.36,8,0.15,76.86,5.62,4
ORD-2024484,2024-04-29,East,Consumer,Office Supplies,Paper,251.37,8,0.0,316.62,19.68,5
ORD-2024485,2024-04-30,West,Corporate,Office Supplies,Appliances,137.68,1,0.0,34.81,9.99,1
ORD-2024486,2024-05-01,South,Consumer,Technology,Accessories,576.7,1,0.0,103.01,37.55,4
ORD-2024487,2024-05-02,West,Consumer,Technology,Laptops,1034.64,9,0.5,395.19,64.26,5
ORD-2024488,2024-05-03,North,Consumer,Technology,Laptops,754.88,6,0.0,1381.75,45.49,4
ORD-2024489,2024-05-04,East,Corporate,Technology,Accessories,1545.31,9,0.1,3009.88,85.03,5
ORD-2024490,2024-05-05,West,Home Office,Office Supplies,Binders,77.0,2,0.15,13.08,15.97,4
ORD-2024491,2024-05-06,South,Consumer,Technology,Laptops,132.12,8,0.15,177.67,16.11,4
ORD-2024492,2024-05-07,East,Corporate,Technology,Laptops,88.38,4,0.2,42.03,9.99,4
ORD-2024493,2024-05-08,North,Consumer,Furniture,Furnishings,131.56,5,0.0,190.53,12.83,5
ORD-2024494,2024-05-09,North,Home Office,Office Supplies,Binders,808.01,6,0.2,1128.2,48.34,1
ORD-2024495,2024-05-10,East,Corporate,Technology,Laptops,553.02,6,0.3,409.06,37.83,3
ORD-2024496,2024-05-11,West,Corporate,Office Supplies,Paper,92.79,9,0.1,252.83,15.04,5
ORD-2024497,2024-05-12,North,Consumer,Technology,Accessories,1657.06,3,0.1,1426.41,90.97,3
ORD-2024498,2024-05-13,North,Consumer,Furniture,Chairs,456.54,8,0.0,880.02,37.75,4
ORD-2024499,2024-05-14,East,Home Office,Technology,Laptops,38.2,8,0.1,81.15,12.25,4
